income,spending,age,education,recency,complain,wines,fruits,meat,sweets,gold,fish,deals,web_p,catalog_p,store_p,web_visit,marital_Alone,education_2n Cycle,education_Graduation,education_Master,education_PhD,child_Yes
79800.0,1867,65,Graduation,65,0,1060,21,530,0,224,32,1,5,11,5,3,1,0,1,0,0,0
61794.0,611,59,Master,74,0,264,47,188,47,11,54,2,4,4,10,2,0,0,0,1,0,1
53863.0,473,65,Graduation,4,0,399,4,30,4,30,6,3,7,1,7,7,0,0,1,0,0,1
24221.0,55,61,Graduation,94,0,8,9,9,5,22,2,1,1,1,3,4,0,0,1,0,0,0
39684.0,81,36,PhD,41,1,19,0,35,4,17,6,2,2,1,2,7,1,0,0,0,1,1
69882.0,1478,55,Master,94,0,292,127,635,127,165,132,1,3,7,9,1,1,0,0,1,0,0
33178.0,49,43,Graduation,9,0,12,6,2,2,16,11,1,1,0,3,4,0,0,1,0,0,1
59973.0,382,48,PhD,47,0,130,30,168,34,0,20,1,3,4,7,1,0,0,0,0,1,0
23910.0,67,51,Graduation,80,0,16,12,18,1,13,7,1,2,0,3,7,1,0,1,0,0,1
42169.0,30,51,Master,20,0,19,0,9,0,2,0,2,1,0,3,8,0,0,0,1,0,1
26224.0,63,42,2n Cycle,39,0,4,7,15,9,15,13,3,2,1,3,6,0,1,0,0,0,1
31089.0,79,39,Graduation,57,0,31,3,31,8,4,2,3,3,0,4,8,0,0,1,0,0,1
30081.0,42,59,Graduation,27,0,36,0,2,0,4,0,1,1,0,3,7,1,0,1,0,0,1
62807.0,819,60,Graduation,83,0,526,28,135,21,99,10,3,5,3,12,5,0,0,1,0,0,1
72906.0,1151,65,Graduation,79,0,400,32,519,75,54,71,1,3,4,9,1,1,0,1,0,0,0
61467.0,594,72,PhD,69,0,410,16,114,5,49,0,3,5,2,10,5,0,0,0,0,1,1
49618.0,129,54,Master,77,0,80,3,26,2,14,4,4,3,1,3,7,0,0,0,1,0,1
21888.0,213,34,Master,15,0,88,10,46,3,64,2,4,5,1,2,10,1,0,0,1,0,1
42429.0,67,47,Graduation,99,0,55,0,6,0,4,2,2,1,1,3,5,1,0,1,0,0,1
26150.0,28,64,Graduation,61,0,5,1,13,5,1,3,1,1,0,3,7,1,0,1,0,0,1
30801.0,45,45,Basic,23,0,8,4,5,2,11,15,2,1,0,3,7,0,0,0,0,0,1
81168.0,1193,55,Graduation,84,0,410,0,592,22,22,147,1,6,4,7,3,0,0,1,0,0,0
26877.0,268,51,Master,74,0,101,13,76,18,40,20,2,3,1,6,6,1,0,0,1,0,0
45006.0,266,76,Master,90,0,162,25,53,0,10,16,1,3,1,7,3,1,0,0,1,0,0
22574.0,37,53,Graduation,28,0,25,0,8,0,2,2,2,2,0,3,7,0,0,1,0,0,1
48240.0,882,51,PhD,73,0,389,91,248,49,41,64,3,6,3,13,5,1,0,0,0,1,0
45837.0,373,46,Graduation,88,0,215,13,87,17,24,17,5,6,2,5,7,0,0,1,0,0,1
35791.0,35,55,Master,94,0,27,0,5,0,3,0,2,1,0,3,8,1,0,0,1,0,1
54162.0,42,42,Graduation,31,0,5,6,10,5,10,6,1,1,0,3,4,1,0,1,0,0,1
30522.0,326,60,Master,6,0,179,8,83,11,26,19,5,1,2,9,2,0,0,0,1,0,1
54456.0,404,59,PhD,23,0,352,0,27,0,15,10,3,6,1,7,6,0,0,0,0,1,1
31632.0,95,49,Graduation,92,0,17,8,12,15,32,11,1,2,1,2,7,1,0,1,0,0,0
72298.0,939,71,Graduation,52,0,625,35,169,17,35,58,1,4,3,6,1,1,0,1,0,0,0
36975.0,33,42,2n Cycle,50,0,10,6,11,4,2,0,1,1,0,3,7,1,1,0,0,0,1
72635.0,981,65,2n Cycle,54,0,390,22,323,35,107,104,1,6,8,6,3,0,1,0,0,0,0
70971.0,1825,60,Graduation,28,0,1001,17,572,125,17,93,7,11,11,5,7,0,0,1,0,0,1
34487.0,103,43,PhD,94,0,19,18,33,1,8,24,3,3,0,3,9,1,0,0,0,1,1
28769.0,191,43,Graduation,76,0,41,5,129,3,3,10,3,4,1,4,9,1,0,1,0,0,1
69084.0,1586,50,PhD,43,0,1181,107,199,30,30,39,2,7,3,13,8,0,0,0,0,1,1
65488.0,963,62,PhD,46,0,603,45,207,18,54,36,1,3,4,6,1,0,0,0,0,1,0
62466.0,889,50,2n Cycle,13,0,129,129,259,121,83,168,5,6,3,12,4,0,1,0,0,0,1
32218.0,93,60,2n Cycle,27,0,10,24,15,1,30,13,1,2,1,3,7,1,1,0,0,0,0
46102.0,16,58,Graduation,3,0,14,0,1,0,1,0,1,1,0,2,7,1,0,1,0,0,1
56181.0,393,58,Graduation,6,0,121,103,69,44,48,8,1,4,2,7,4,0,0,1,0,0,1
63120.0,1477,70,Master,53,0,965,69,279,41,69,54,5,8,4,9,7,1,0,0,1,0,1
73691.0,1179,49,Graduation,58,0,707,21,250,43,73,85,2,6,2,8,2,0,0,1,0,0,1
63381.0,1005,60,Graduation,78,0,571,50,142,50,159,33,4,4,5,13,2,0,0,1,0,0,1
76140.0,1348,72,PhD,57,0,586,66,653,0,26,17,1,5,9,6,2,0,0,0,0,1,0
62859.0,1307,61,PhD,37,0,1063,89,102,12,25,16,4,9,4,6,6,1,0,0,0,1,1
45906.0,486,56,Graduation,20,0,305,3,27,3,144,4,2,5,4,4,5,1,0,1,0,0,1
77632.0,2252,73,Master,73,0,1200,105,758,42,147,0,1,4,2,6,2,0,0,0,1,0,0
46463.0,235,49,PhD,56,0,163,2,40,11,11,8,7,3,1,6,6,0,0,0,0,1,1
55282.0,235,50,Master,9,0,125,6,73,4,19,8,1,3,1,6,4,1,0,0,1,0,1
78710.0,1092,43,Master,42,0,721,0,152,50,50,119,3,7,6,12,4,0,0,0,1,0,1
66886.0,599,62,Graduation,28,0,315,4,62,31,146,41,2,7,1,7,5,0,0,1,0,0,1
29103.0,48,35,Graduation,38,0,16,0,17,3,6,6,2,1,0,3,9,0,0,1,0,0,1
67445.0,1174,46,Graduation,63,0,757,80,217,80,11,29,5,9,6,12,6,0,0,1,0,0,1
50616.0,67,70,PhD,71,0,30,2,25,1,9,0,1,1,1,4,2,0,0,0,0,1,1
49431.0,365,65,Graduation,9,0,219,3,100,0,17,26,2,7,1,5,8,1,0,1,0,0,1
61278.0,165,67,Graduation,87,0,111,3,28,6,15,2,2,3,1,4,6,0,0,1,0,0,1
26490.0,210,62,2n Cycle,92,0,45,47,52,20,25,21,2,3,1,5,6,0,1,0,0,0,0
73059.0,1095,73,PhD,36,0,410,112,420,82,71,0,1,9,3,13,4,0,0,0,0,1,1
46734.0,223,54,PhD,86,0,100,1,39,1,76,6,4,3,2,3,6,1,0,0,0,1,1
56253.0,597,57,Graduation,83,0,509,0,65,11,5,7,4,7,2,9,6,0,0,1,0,0,1
19986.0,22,35,Graduation,74,0,3,6,5,2,6,0,1,0,0,3,7,0,0,1,0,0,1
58330.0,1064,45,Graduation,87,0,445,53,213,98,151,104,1,6,4,13,4,1,0,1,0,0,1
25965.0,74,40,Basic,29,0,2,2,11,7,11,41,1,2,0,3,8,0,0,0,0,0,0
45068.0,20,46,PhD,25,0,14,0,3,0,3,0,1,1,0,2,7,0,0,0,0,1,1
21063.0,59,33,Basic,34,0,1,10,11,3,15,19,2,2,0,3,6,1,0,0,0,0,1
29187.0,34,52,PhD,43,0,26,0,6,0,2,0,1,1,0,3,8,0,0,0,0,1,1
54690.0,198,49,2n Cycle,76,0,111,16,37,9,18,7,3,3,1,5,3,0,1,0,0,0,1
59304.0,1048,56,PhD,81,0,418,61,428,51,10,80,3,7,8,10,5,0,0,0,0,1,1
59247.0,574,58,Master,87,0,327,9,122,14,83,19,5,5,2,9,6,1,0,0,1,0,1
66731.0,1029,50,Graduation,33,0,371,159,194,106,141,58,4,4,3,6,3,1,0,1,0,0,1
77353.0,670,40,Graduation,38,0,275,59,107,101,59,69,2,6,4,8,4,0,0,1,0,0,1
52614.0,990,45,PhD,63,0,789,0,142,9,38,12,2,2,4,8,8,1,0,0,0,1,1
26751.0,11,46,Graduation,26,0,1,1,5,3,1,0,1,1,0,2,8,0,0,1,0,0,1
81300.0,1241,57,PhD,17,0,1004,12,145,12,36,32,3,10,3,5,5,0,0,0,0,1,1
70337.0,576,41,Graduation,75,0,187,81,149,43,91,25,1,2,2,12,1,1,0,1,0,0,0
36145.0,172,35,2n Cycle,13,0,56,4,76,1,18,17,4,4,1,3,9,0,1,0,0,0,1
65295.0,664,40,PhD,19,0,365,32,117,110,6,34,1,3,3,13,2,1,0,0,0,1,0
68118.0,928,57,Graduation,51,0,595,23,123,23,154,10,2,8,9,4,6,1,0,1,0,0,1
68743.0,2074,53,Graduation,81,0,1132,134,384,134,115,175,1,11,5,13,7,1,0,1,0,0,0
41039.0,467,38,2n Cycle,32,0,34,11,137,61,45,179,1,8,1,5,8,0,1,0,0,0,0
38946.0,257,65,Graduation,84,0,116,6,82,6,41,6,2,3,1,6,5,0,0,1,0,0,1
65777.0,1146,53,Graduation,87,0,565,32,435,32,54,28,1,2,8,6,1,0,0,1,0,0,0
66476.0,689,44,PhD,99,0,372,18,126,48,78,47,2,5,2,11,4,1,0,0,0,1,1
77845.0,1346,31,PhD,40,0,760,40,480,40,26,0,1,3,5,12,1,0,0,0,0,1,0
69476.0,1044,51,PhD,3,0,260,86,559,9,67,63,1,4,6,4,2,0,0,0,0,1,0
50611.0,493,60,PhD,98,0,459,0,24,0,4,6,6,4,5,7,6,1,0,0,0,1,1
61209.0,957,50,Graduation,73,0,466,0,224,49,99,119,1,5,3,4,2,1,0,1,0,0,0
42315.0,270,62,Master,90,0,67,15,80,11,80,17,3,1,4,4,3,0,0,0,1,0,1
47570.0,121,71,Master,3,0,67,1,20,2,31,0,3,2,2,2,7,1,0,0,1,0,1
61923.0,126,59,Master,94,0,92,4,18,3,6,3,1,2,1,4,3,0,0,0,1,0,1
34824.0,23,25,Graduation,65,0,4,2,11,0,4,2,1,1,0,2,6,1,0,1,0,0,0
26518.0,57,71,PhD,33,0,20,1,28,3,2,3,3,2,0,3,8,1,0,0,0,1,1
45938.0,636,59,Graduation,46,0,273,11,178,83,29,62,2,8,4,6,6,1,0,1,0,0,0
78468.0,1004,60,Graduation,29,0,434,22,388,22,34,104,1,10,7,10,4,0,0,1,0,0,0
78901.0,734,47,Graduation,99,0,321,11,309,26,34,33,3,9,3,5,4,1,0,1,0,0,1
71427.0,614,42,Graduation,26,0,212,123,177,64,23,15,2,8,2,8,4,0,0,1,0,0,1
71022.0,1453,42,Graduation,30,0,909,12,278,12,242,0,3,5,2,11,8,1,0,1,0,0,1
41335.0,187,52,Master,24,0,112,19,21,14,5,16,3,4,1,4,7,1,0,0,1,0,1
71952.0,1443,34,Graduation,93,0,656,80,455,107,93,52,2,8,4,8,4,0,0,1,0,0,1
35682.0,57,50,PhD,34,0,23,0,8,2,18,6,1,1,1,3,2,1,0,0,0,1,1
43185.0,637,69,Graduation,88,0,537,6,42,6,30,16,2,9,3,6,8,1,0,1,0,0,1
66375.0,948,72,PhD,96,0,712,0,45,0,191,0,3,2,4,5,7,0,0,0,0,1,1
35178.0,59,49,Master,10,0,23,1,13,2,18,2,1,1,1,2,7,0,0,0,1,0,1
25252.0,18,34,Graduation,26,0,1,3,4,2,6,2,1,1,0,2,8,0,0,1,0,0,1
55250.0,903,55,Master,49,0,664,58,83,0,66,32,4,7,5,10,5,1,0,0,1,0,1
33249.0,112,45,Graduation,11,0,6,10,21,14,42,19,2,2,1,3,6,1,0,1,0,0,1
58398.0,596,67,Graduation,44,0,299,5,201,21,49,21,3,5,4,8,4,0,0,1,0,0,0
50272.0,233,38,Graduation,75,0,99,13,66,8,4,43,3,4,1,5,7,0,0,1,0,0,1
76618.0,1511,45,PhD,64,0,749,40,294,160,147,121,1,3,2,5,1,0,0,0,0,1,0
25851.0,48,42,Graduation,45,0,9,4,18,5,5,7,2,2,0,3,7,0,0,1,0,0,1
58710.0,1185,50,Graduation,77,0,440,81,368,122,174,0,6,11,5,9,6,1,0,1,0,0,1
45160.0,21,62,Graduation,9,0,8,2,5,0,3,3,1,1,0,2,7,1,0,1,0,0,1
74806.0,965,55,Master,1,0,670,9,249,28,9,0,2,5,4,5,4,0,0,0,1,0,1
59111.0,869,66,Graduation,90,0,524,0,134,28,155,28,1,11,1,8,7,0,0,1,0,0,0
72190.0,1947,55,Graduation,79,0,597,166,597,166,249,172,1,5,6,4,3,0,0,1,0,0,0
44794.0,65,54,Graduation,99,0,54,0,7,0,4,0,1,2,0,3,6,0,0,1,0,0,1
80395.0,1380,65,Graduation,62,0,445,25,706,76,48,80,1,6,5,12,2,0,0,1,0,0,0
75012.0,1027,44,Master,41,0,294,142,218,58,151,164,1,3,8,11,1,1,0,0,1,0,0
56962.0,411,55,Master,60,0,292,3,77,3,26,10,7,6,3,5,7,0,0,0,1,0,1
35946.0,11,71,PhD,24,0,8,0,3,0,0,0,1,0,0,3,5,1,0,0,0,1,1
53593.0,480,67,PhD,60,0,349,4,78,0,43,6,8,7,2,6,8,0,0,0,0,1,1
66373.0,606,42,Graduation,57,0,328,9,124,24,109,12,7,4,2,10,3,0,0,1,0,0,1
45072.0,284,72,PhD,74,0,144,2,99,2,30,7,5,6,1,4,8,1,0,0,0,1,1
72025.0,1677,71,Graduation,46,0,967,0,617,50,0,43,1,4,8,13,2,0,0,1,0,0,0
67432.0,1335,47,Graduation,69,0,432,79,341,136,170,177,2,8,5,4,4,0,0,1,0,0,1
70545.0,334,68,Master,29,0,138,39,63,18,21,55,1,4,1,7,2,0,0,0,1,0,1
62882.0,1338,51,Graduation,26,0,509,133,497,24,97,78,2,7,5,6,4,0,0,1,0,0,1
64108.0,1099,67,PhD,8,0,948,10,86,21,21,13,4,6,9,11,5,1,0,0,0,1,1
34941.0,97,64,Master,26,0,39,2,25,3,24,4,2,3,0,3,8,0,0,0,1,0,1
48767.0,63,70,PhD,79,0,28,1,21,0,10,3,3,2,1,3,5,1,0,0,0,1,1
38702.0,109,42,2n Cycle,71,0,13,11,24,8,40,13,2,3,0,4,6,0,1,0,0,0,1
82224.0,902,56,Graduation,83,0,307,26,360,31,40,138,1,6,9,5,3,0,0,1,0,0,0
83844.0,1574,68,Graduation,57,0,901,31,345,31,191,75,1,4,4,11,1,0,0,1,0,0,0
71163.0,960,25,Graduation,30,0,283,17,372,106,44,138,1,3,8,12,1,1,0,1,0,0,0
33697.0,28,50,Graduation,34,0,4,3,7,3,11,0,1,1,0,2,7,1,0,1,0,0,1
63564.0,1215,66,2n Cycle,0,0,769,80,252,34,65,15,1,10,10,7,6,0,1,0,0,0,0
83443.0,1497,48,PhD,89,0,518,42,742,56,84,55,1,6,10,5,2,0,0,0,0,1,0
51518.0,449,62,PhD,92,0,350,8,66,4,4,17,2,3,2,10,3,0,0,0,0,1,1
58330.0,1064,45,Graduation,87,0,445,53,213,98,151,104,1,6,4,13,4,1,0,1,0,0,1
80952.0,1757,51,Graduation,20,0,778,178,689,27,44,41,1,8,5,11,8,0,0,1,0,0,0
75507.0,1440,41,Graduation,56,0,709,93,374,80,80,104,1,8,6,6,3,0,0,1,0,0,0
63855.0,1006,42,2n Cycle,28,0,359,35,314,116,89,93,1,7,3,13,4,0,1,0,0,0,0
62220.0,1226,48,PhD,55,0,799,12,375,12,12,16,5,7,6,5,6,0,0,0,0,1,1
58512.0,1171,56,Graduation,25,0,895,10,101,0,152,13,5,3,4,8,8,0,0,1,0,0,1
40662.0,92,41,Master,0,0,40,2,23,4,23,0,2,2,1,3,4,0,0,0,1,0,1
38829.0,99,61,PhD,86,0,76,0,7,0,16,0,1,3,2,2,5,0,0,0,0,1,1
35523.0,66,39,2n Cycle,8,0,11,5,22,5,11,12,2,3,0,3,7,0,1,0,0,0,1
79146.0,564,53,Graduation,33,0,245,16,223,43,16,21,2,8,1,8,6,1,0,1,0,0,1
78285.0,1427,32,Master,13,0,647,107,391,67,40,175,1,6,4,10,3,0,0,0,1,0,0
31626.0,86,42,PhD,12,0,39,1,9,1,34,2,1,2,1,2,7,1,0,0,0,1,1
75127.0,833,68,Graduation,92,0,203,35,305,17,227,46,1,2,11,5,1,1,0,1,0,0,0
48726.0,242,65,Graduation,90,0,138,3,38,0,59,4,3,3,2,4,6,0,0,1,0,0,1
74985.0,1869,43,Graduation,8,0,587,51,898,0,86,247,1,3,6,7,2,0,0,1,0,0,0
67430.0,1364,33,Graduation,6,0,595,97,291,133,121,127,1,11,5,12,6,0,0,1,0,0,0
46891.0,183,55,2n Cycle,91,0,43,12,23,15,61,29,1,2,1,4,4,0,1,0,0,0,1
62058.0,450,64,Master,52,0,301,7,74,0,58,10,4,6,1,7,6,0,0,0,1,0,1
72063.0,758,41,Graduation,3,0,180,32,348,32,90,76,2,5,2,12,2,0,0,1,0,0,1
78939.0,1507,69,PhD,57,0,794,115,243,0,205,150,1,8,5,6,3,0,0,0,0,1,0
42720.0,654,55,Graduation,9,0,392,5,91,26,112,28,8,7,3,7,8,1,0,1,0,0,1
33622.0,81,48,Graduation,22,0,39,1,22,4,12,3,3,2,0,4,7,0,0,1,0,0,1
41452.0,16,67,Graduation,86,0,13,0,3,0,0,0,1,1,0,2,7,0,0,1,0,0,1
40760.0,93,55,PhD,64,0,70,0,17,0,6,0,2,2,1,3,6,1,0,0,0,1,1
74250.0,1158,62,PhD,90,0,680,11,392,0,0,75,1,2,11,4,1,0,0,0,0,1,0
51124.0,43,65,Master,79,0,26,1,11,1,4,0,2,1,0,3,3,1,0,0,1,0,1
72258.0,1525,49,Graduation,28,0,522,0,522,120,134,227,2,6,9,5,2,1,0,1,0,0,1
71466.0,1230,46,PhD,86,0,412,12,546,182,0,78,1,4,4,10,1,1,0,0,0,1,0
36283.0,29,44,Graduation,42,0,6,5,5,0,5,8,2,1,0,3,4,0,0,1,0,0,1
20587.0,25,50,Graduation,39,0,2,3,6,1,9,4,1,1,1,2,7,1,0,1,0,0,1
30467.0,24,48,Graduation,8,0,1,3,8,5,5,2,1,1,0,2,7,0,0,1,0,0,1
31590.0,38,48,Graduation,40,0,6,2,15,6,3,6,1,1,0,3,8,0,0,1,0,0,1
20425.0,57,34,Basic,5,0,4,12,5,16,17,3,2,2,0,3,7,0,0,0,0,0,1
42564.0,813,52,PhD,28,0,324,48,186,18,198,39,6,6,8,4,7,1,0,0,0,1,1
43783.0,629,42,Master,22,0,327,9,125,4,139,25,6,7,1,8,7,0,0,0,1,0,1
40780.0,377,44,Graduation,30,0,229,27,71,3,34,13,4,7,1,5,9,1,0,1,0,0,1
62847.0,1612,75,Master,45,0,521,168,706,76,61,80,1,3,6,4,2,0,0,0,1,0,0
82017.0,729,63,PhD,58,0,184,23,446,23,23,30,1,5,4,7,2,0,0,0,0,1,0
51267.0,270,42,Graduation,37,0,183,2,64,2,12,7,4,3,3,5,4,0,0,1,0,0,1
46524.0,177,59,Graduation,70,0,31,19,35,14,52,26,2,1,1,5,3,1,0,1,0,0,1
45183.0,315,58,Master,33,0,219,3,60,9,12,12,1,4,1,7,7,1,0,0,1,0,0
70421.0,767,66,PhD,98,0,479,28,136,14,35,75,3,10,3,7,6,0,0,0,0,1,1
60161.0,1071,55,2n Cycle,17,0,584,44,212,8,177,46,3,11,4,8,8,1,1,0,0,0,1
73926.0,1580,47,Graduation,54,0,627,91,597,91,15,159,1,6,5,12,3,0,0,1,0,0,0
19329.0,60,52,Graduation,39,0,24,1,16,2,5,12,3,4,0,3,8,0,0,1,0,0,1
61872.0,573,50,Master,81,0,330,5,159,27,16,36,4,4,4,9,4,0,0,0,1,0,1
46984.0,41,64,Graduation,71,0,19,1,10,1,8,2,1,1,0,3,5,1,0,1,0,0,1
34838.0,170,69,Graduation,62,0,28,23,29,14,47,29,3,2,1,4,6,0,0,1,0,0,1
82716.0,1167,76,PhD,8,0,606,148,228,148,22,15,1,6,8,13,2,1,0,0,0,1,0
48192.0,1526,62,Graduation,76,0,1039,43,204,58,29,153,3,2,8,12,8,0,0,1,0,0,0
49681.0,458,44,Master,66,0,411,0,26,0,21,0,6,7,1,7,7,0,0,0,1,0,1
56850.0,63,49,Master,83,0,34,1,19,7,0,2,1,1,1,3,2,0,0,0,1,0,1
55267.0,405,63,Graduation,28,0,161,28,136,3,45,32,4,3,4,6,3,0,0,1,0,0,1
59666.0,1027,48,Graduation,87,0,623,53,178,17,133,23,7,3,2,8,8,0,0,1,0,0,1
72504.0,1478,48,Graduation,43,0,604,26,470,161,94,123,2,5,9,6,2,1,0,1,0,0,1
26872.0,72,39,Graduation,0,0,3,10,8,16,32,3,1,1,1,2,6,0,0,1,0,0,0
21359.0,48,48,Graduation,1,0,12,2,17,1,10,6,2,2,0,3,8,1,0,1,0,0,1
73170.0,726,45,Graduation,1,0,184,174,256,30,32,50,1,5,4,6,2,1,0,1,0,0,0
52750.0,860,65,Master,72,0,393,0,239,69,69,90,6,5,7,9,4,0,0,0,1,0,1
65968.0,495,50,PhD,12,0,376,9,83,4,4,19,2,5,4,7,3,0,0,0,0,1,1
30772.0,20,44,Graduation,89,0,7,2,4,1,4,2,1,1,0,2,6,0,0,1,0,0,1
22507.0,570,66,Graduation,67,0,68,0,226,157,68,51,3,10,2,4,9,1,0,1,0,0,0
65685.0,769,48,Graduation,54,0,642,14,49,7,57,0,1,9,2,9,5,0,0,1,0,0,1
25804.0,55,42,2n Cycle,34,0,8,7,9,6,12,13,2,2,0,3,8,0,1,0,0,0,1
76412.0,1808,40,PhD,15,0,840,53,804,71,17,23,1,5,4,8,3,1,0,0,0,1,0
22063.0,55,48,Graduation,43,0,7,10,13,11,11,3,2,2,0,3,7,0,0,1,0,0,1
57091.0,577,59,Graduation,0,0,464,5,64,0,37,7,1,7,3,7,5,1,0,1,0,0,0
22419.0,162,57,Graduation,74,0,30,3,47,21,42,19,1,3,2,2,8,0,0,1,0,0,0
78353.0,1576,61,2n Cycle,51,0,752,122,476,153,34,39,1,10,2,11,8,1,1,0,0,0,1
37859.0,36,58,Graduation,75,0,22,1,8,1,2,2,2,1,0,3,8,1,0,1,0,0,1
80995.0,1482,62,PhD,83,0,860,28,409,56,56,73,1,8,9,4,4,1,0,0,0,1,1
55412.0,63,44,PhD,65,0,10,5,28,1,8,11,1,2,0,3,5,1,0,0,0,1,1
48789.0,680,28,Graduation,94,0,351,16,156,5,145,7,1,6,4,7,6,1,0,1,0,0,0
56575.0,542,53,PhD,42,0,421,5,90,16,10,0,3,7,3,7,5,0,0,0,0,1,1
25130.0,50,40,2n Cycle,10,0,2,5,7,18,18,0,2,2,0,3,7,0,1,0,0,0,1
35441.0,39,53,Graduation,94,0,25,1,9,1,1,2,2,1,0,3,8,0,0,1,0,0,1
71391.0,1043,64,Graduation,50,0,336,123,274,123,141,46,5,6,5,12,3,0,0,1,0,0,1
49494.0,385,48,Master,46,0,191,9,97,6,82,0,2,6,1,5,7,1,0,0,1,0,1
81702.0,1633,40,Graduation,98,0,563,50,774,31,187,28,1,7,7,12,3,1,0,1,0,0,0
45889.0,46,40,2n Cycle,42,0,31,0,6,1,8,0,1,1,0,3,6,1,1,0,0,0,1
56628.0,761,43,Graduation,30,0,479,5,82,17,171,7,2,7,6,5,5,1,0,1,0,0,1
34026.0,76,70,Graduation,11,0,18,6,15,8,17,12,3,2,1,3,5,0,0,1,0,0,1
40049.0,290,46,Graduation,61,0,91,65,52,44,28,10,3,3,2,6,5,0,0,1,0,0,1
34176.0,89,32,Graduation,12,0,5,7,24,14,20,19,4,3,0,4,6,1,0,1,0,0,1
19419.0,70,39,Graduation,76,0,2,14,28,3,7,16,4,4,0,3,9,0,0,1,0,0,1
82504.0,1066,60,2n Cycle,2,0,362,50,431,35,54,134,1,3,6,7,1,0,1,0,0,0,0
81205.0,2009,50,Graduation,43,0,724,74,929,55,130,97,1,5,6,7,2,0,0,1,0,0,0
61618.0,1345,29,2n Cycle,27,0,605,91,399,45,205,0,2,3,6,8,3,1,1,0,0,0,0
55284.0,764,64,Master,60,0,547,7,140,7,63,0,3,7,5,8,5,1,0,0,1,0,1
49980.0,195,57,Graduation,79,0,104,1,54,9,14,13,2,3,1,5,5,1,0,1,0,0,1
49166.0,368,46,Graduation,17,0,224,2,25,0,110,7,2,5,3,3,6,1,0,1,0,0,1
65324.0,544,66,PhD,0,0,384,0,102,32,5,21,3,6,2,9,4,0,0,0,0,1,1
82347.0,1853,63,2n Cycle,38,0,556,54,845,133,63,202,1,7,7,10,3,0,1,0,0,0,0
30843.0,35,54,PhD,43,0,24,0,2,0,9,0,2,1,1,2,5,0,0,0,0,1,1
46374.0,446,46,PhD,1,0,408,0,21,0,17,0,3,7,1,7,8,0,0,0,0,1,1
60474.0,1180,41,Graduation,25,0,265,199,303,9,170,234,7,10,2,12,7,1,0,1,0,0,1
38576.0,41,47,Master,2,0,34,0,7,0,0,0,1,1,0,3,7,0,0,0,1,0,1
55357.0,727,35,Graduation,66,0,374,64,116,25,64,84,3,6,2,11,5,0,0,1,0,0,1
37758.0,40,54,Graduation,49,0,27,2,10,0,1,0,2,1,0,3,8,0,0,1,0,0,1
23228.0,40,51,Graduation,71,0,13,2,18,1,0,6,2,2,0,3,8,0,0,1,0,0,1
44602.0,292,51,Master,35,0,167,2,89,0,34,0,6,6,1,4,8,0,0,0,1,0,1
38683.0,341,31,2n Cycle,80,0,46,35,69,41,66,84,6,4,1,6,7,0,1,0,0,0,1
49514.0,369,45,2n Cycle,61,0,88,39,78,13,93,58,2,6,1,4,7,1,1,0,0,0,1
57906.0,401,47,PhD,29,0,243,11,119,3,15,10,3,4,2,8,4,0,0,0,0,1,1
43456.0,393,54,Master,0,0,275,11,68,7,7,25,3,5,1,8,5,1,0,0,1,0,1
19485.0,10,34,Master,80,0,6,0,4,0,0,0,1,1,0,2,7,1,0,0,1,0,1
53172.0,486,42,Graduation,54,0,121,62,90,20,125,68,3,2,3,8,3,0,0,1,0,0,1
30545.0,69,41,Graduation,71,0,4,12,15,7,12,19,2,2,0,3,7,0,0,1,0,0,1
70123.0,1727,37,PhD,27,0,1308,0,396,0,0,23,1,5,7,4,3,0,0,0,0,1,0
62450.0,995,61,Graduation,61,0,515,47,267,66,38,62,2,5,5,4,3,1,0,1,0,0,1
21675.0,45,44,Graduation,55,0,4,0,16,4,4,17,3,4,0,3,7,0,0,1,0,0,1
42395.0,182,39,2n Cycle,35,0,48,13,57,15,25,24,4,3,1,4,7,1,1,0,0,0,1
61346.0,989,42,Master,34,0,562,58,168,16,142,43,1,5,7,10,3,0,0,0,1,0,1
80812.0,1677,67,Graduation,95,0,769,22,500,143,33,210,1,4,8,5,2,0,0,1,0,0,0
42835.0,595,49,Master,64,0,379,4,93,9,98,12,7,6,6,4,6,1,0,0,1,0,1
39922.0,156,37,Graduation,30,0,29,12,59,1,36,19,2,3,0,4,8,0,0,1,0,0,1
24762.0,86,48,Graduation,16,0,6,10,12,15,40,3,3,3,1,2,8,1,0,1,0,0,1
35797.0,68,45,Graduation,16,0,27,1,14,1,21,4,2,2,0,3,8,0,0,1,0,0,1
36627.0,16,45,Graduation,78,0,9,1,5,0,1,0,1,0,0,3,5,1,0,1,0,0,1
51111.0,55,39,2n Cycle,83,0,22,0,19,5,3,6,2,2,0,3,6,0,1,0,0,0,1
82072.0,2018,50,PhD,67,0,889,55,685,92,129,168,1,3,2,13,1,0,0,0,0,1,0
46231.0,263,67,PhD,87,0,189,2,55,5,12,0,4,6,1,4,9,1,0,0,0,1,1
42243.0,55,61,Graduation,34,0,48,0,2,0,5,0,2,2,0,3,7,0,0,1,0,0,1
51195.0,564,58,Graduation,46,0,230,14,156,24,58,82,8,9,2,5,8,0,0,1,0,0,1
68092.0,1281,42,Master,7,0,852,60,207,36,48,78,2,2,6,10,5,1,0,0,1,0,0
